0.000000	0.214884	0.264337	0.310291	0.310172	0.192436	0.232576	0.190903	0.193759	0.190436	0.310517	0.307484	0.213659	0.310228	0.293144	0.190407	0.199940	0.190402	0.307355	0.192659	0.171836	0.232695	0.193098	0.191392	0.310137	0.231399	0.310884	0.215976	0.213503	0.291206	0.293208	0.231843	0.191208	0.216802	0.192843	0.193167	0.190888	0.192359	0.285757	0.192374	0.192486	0.231310	0.215116	0.267457	0.293074	0.190266	0.193811	0.309901	0.230677	0.213310	0.265917	0.232567	0.309208	0.174585	0.294079	0.192724	0.230850	0.198177	0.213098	0.231207	0.307293	0.215959	0.288783	0.231678	0.290352	0.276206	0.310062	0.191148	0.286767	0.175830	0.190168	0.292161	0.310079	0.190860	0.198306	0.214494	0.214003	0.273034	0.232218	0.309294	0.192514	0.171209	0.192601	0.198177	0.192720	0.212686	0.198595	0.215393	0.232348	0.309653	0.294356	0.215778	0.214388	0.293530	0.293822	0.266847	0.308520	0.295716	0.289677	0.214900	0.309471	0.190853	0.309609	0.202635	0.191850	0.291837	0.195197	0.277041	0.396208	0.366622	0.388887	0.389486	0.387636	0.389672	0.394157	0.395604	
0.214884	0.000000	0.267189	0.295584	0.295893	0.211894	0.240149	0.220607	0.213052	0.220603	0.296052	0.293415	0.212790	0.296196	0.281822	0.220704	0.223746	0.220394	0.293216	0.212009	0.215139	0.239920	0.211180	0.221199	0.295502	0.238808	0.296143	0.212498	0.211800	0.283691	0.281687	0.238833	0.221044	0.212467	0.212444	0.211995	0.220710	0.210694	0.280065	0.211130	0.211901	0.239089	0.214856	0.269203	0.284780	0.220534	0.211143	0.295089	0.238059	0.213149	0.268295	0.240143	0.295092	0.214899	0.285657	0.210013	0.238401	0.222831	0.213040	0.238493	0.293358	0.212838	0.282106	0.239163	0.283693	0.273728	0.295417	0.221072	0.281126	0.214300	0.220438	0.284692	0.295879	0.220650	0.222451	0.212524	0.210478	0.273418	0.239681	0.295154	0.211191	0.215047	0.212438	0.222578	0.210386	0.211449	0.223942	0.213108	0.238899	0.294730	0.285972	0.214780	0.211790	0.282721	0.285990	0.269149	0.294273	0.282894	0.283440	0.214461	0.294659	0.220644	0.295045	0.225935	0.221630	0.283633	0.221083	0.274538	0.403144	0.373690	0.395916	0.396534	0.394636	0.396626	0.400991	0.402538	
0.264337	0.267189	0.000000	0.246557	0.247429	0.272137	0.262572	0.267918	0.272940	0.268084	0.247849	0.248010	0.267962	0.246882	0.244527	0.266988	0.258846	0.267385	0.247791	0.273004	0.264583	0.262092	0.272082	0.268349	0.246258	0.261913	0.247020	0.266547	0.267498	0.230343	0.242151	0.262526	0.268295	0.267693	0.271602	0.272987	0.267640	0.271166	0.233391	0.272163	0.272159	0.262207	0.267063	0.193768	0.230856	0.267538	0.272794	0.247148	0.261572	0.266388	0.195614	0.262761	0.247591	0.264760	0.231874	0.271163	0.261642	0.258082	0.266872	0.261807	0.247259	0.269006	0.232712	0.262198	0.232439	0.221341	0.247007	0.268518	0.232657	0.264534	0.267129	0.230098	0.246610	0.267515	0.260208	0.266251	0.268663	0.225674	0.262880	0.247421	0.272246	0.264519	0.273279	0.258828	0.272171	0.267920	0.259468	0.267043	0.261839	0.246666	0.229673	0.266540	0.267111	0.244522	0.231089	0.228484	0.246608	0.244250	0.230672	0.267103	0.246885	0.267659	0.246978	0.259111	0.268900	0.230909	0.258913	0.211564	0.395282	0.366136	0.387115	0.387834	0.386284	0.387624	0.392519	0.393812	
0.310291	0.295584	0.246557	0.000000	0.175867	0.316265	0.271844	0.309790	0.317339	0.309799	0.176748	0.178769	0.296578	0.174894	0.204164	0.309082	0.299582	0.309369	0.177877	0.317459	0.310873	0.270743	0.316254	0.309809	0.177352	0.271657	0.174357	0.294754	0.297329	0.224559	0.202702	0.271934	0.310069	0.294173	0.316233	0.316920	0.309450	0.316522	0.230602	0.316400	0.315891	0.271794	0.296639	0.241602	0.223863	0.309096	0.317056	0.175981	0.272166	0.297050	0.246370	0.272350	0.176894	0.310104	0.224926	0.316137	0.272564	0.299897	0.297356	0.271863	0.179646	0.295774	0.229002	0.271123	0.226634	0.234693	0.173714	0.310058	0.229390	0.310445	0.308884	0.225778	0.175665	0.309354	0.301217	0.296024	0.297586	0.239712	0.272229	0.176726	0.316657	0.310062	0.317884	0.299628	0.316661	0.297935	0.300802	0.295762	0.270459	0.175184	0.222492	0.295409	0.295957	0.202451	0.223076	0.242634	0.175801	0.201245	0.227805	0.296081	0.174445	0.309502	0.175770	0.296769	0.310900	0.223601	0.302799	0.236666	0.400281	0.370782	0.392962	0.393540	0.391087	0.393657	0.398099	0.399479	
0.310172	0.295893	0.247429	0.175867	0.000000	0.315957	0.271233	0.309331	0.317168	0.309441	0.177473	0.181359	0.296258	0.173289	0.204666	0.308610	0.300267	0.308945	0.181475	0.317599	0.310398	0.269702	0.316220	0.309418	0.153290	0.271092	0.176802	0.294790	0.297994	0.226021	0.203172	0.271601	0.309481	0.294130	0.315790	0.316428	0.308960	0.316325	0.230850	0.316016	0.315562	0.271102	0.295880	0.242424	0.224556	0.308828	0.316775	0.179357	0.271501	0.297107	0.247438	0.271636	0.179518	0.309882	0.226076	0.316255	0.271492	0.299715	0.297683	0.271242	0.181676	0.295253	0.229228	0.270999	0.227049	0.235868	0.175873	0.309645	0.230005	0.310192	0.308553	0.226041	0.178136	0.309161	0.300858	0.295900	0.297893	0.240240	0.271173	0.178209	0.316418	0.309743	0.317816	0.299329	0.316412	0.297961	0.300661	0.295500	0.269897	0.178737	0.222867	0.295913	0.296257	0.202830	0.224234	0.243273	0.178586	0.202067	0.228590	0.296375	0.177807	0.308837	0.179706	0.297138	0.309985	0.224493	0.302823	0.237798	0.399795	0.370315	0.392522	0.393143	0.390692	0.393277	0.397552	0.399003	
0.192436	0.211894	0.272137	0.316265	0.315957	0.000000	0.242639	0.201633	0.170247	0.201795	0.316212	0.313957	0.210196	0.316206	0.299405	0.201914	0.209090	0.201427	0.313847	0.171288	0.192949	0.242444	0.175061	0.202220	0.315908	0.241642	0.316873	0.212595	0.210105	0.296576	0.299944	0.241898	0.202479	0.213060	0.172053	0.171335	0.202005	0.170324	0.292285	0.172396	0.174074	0.241462	0.211927	0.274520	0.299255	0.201572	0.169340	0.315551	0.240788	0.209724	0.273324	0.242701	0.315146	0.192825	0.300043	0.162684	0.241009	0.206927	0.209610	0.241283	0.313156	0.211410	0.295044	0.241866	0.296580	0.283894	0.316076	0.202857	0.293574	0.192919	0.201698	0.298717	0.315748	0.202104	0.207549	0.210736	0.209815	0.279837	0.242432	0.315394	0.173332	0.192944	0.170835	0.207851	0.170412	0.208812	0.208881	0.211912	0.242215	0.315948	0.300505	0.213126	0.210690	0.300657	0.299800	0.274104	0.314808	0.302107	0.295958	0.210994	0.315366	0.201217	0.315585	0.211490	0.202865	0.298271	0.204154	0.283090	0.404831	0.375565	0.397543	0.398230	0.396415	0.398381	0.402809	0.404221	
0.232576	0.240149	0.262572	0.271844	0.271233	0.242639	0.000000	0.229678	0.243537	0.230054	0.271505	0.268894	0.242312	0.271832	0.255599	0.229486	0.239913	0.229790	0.268073	0.243470	0.233086	0.186980	0.242253	0.230621	0.271167	0.181041	0.272018	0.242846	0.242038	0.271491	0.255424	0.169180	0.230648	0.242393	0.242633	0.243409	0.230051	0.242443	0.270207	0.242046	0.242405	0.184238	0.241976	0.262409	0.272213	0.229267	0.243528	0.270540	0.180205	0.240850	0.262889	0.180460	0.270806	0.232632	0.273264	0.242361	0.185246	0.238769	0.242831	0.181780	0.267598	0.243226	0.271848	0.179574	0.271614	0.264284	0.271607	0.230606	0.270689	0.232824	0.229623	0.272472	0.271845	0.229725	0.239290	0.242673	0.241539	0.265033	0.179522	0.270220	0.241998	0.232385	0.243060	0.238273	0.242398	0.243289	0.239357	0.243290	0.185919	0.271100	0.272422	0.241663	0.243401	0.255830	0.272542	0.261296	0.270136	0.257048	0.271742	0.243433	0.271119	0.229652	0.270531	0.241121	0.230855	0.272150	0.237817	0.267056	0.392404	0.362985	0.384432	0.385105	0.382793	0.385293	0.390165	0.391566	
0.190903	0.220607	0.267918	0.309790	0.309331	0.201633	0.229678	0.000000	0.202379	0.152830	0.309867	0.307288	0.220484	0.309740	0.291571	0.157365	0.207533	0.157735	0.306850	0.201611	0.190455	0.229431	0.201881	0.154385	0.309274	0.228801	0.310172	0.222275	0.220047	0.291649	0.292680	0.229118	0.155381	0.222873	0.201944	0.202202	0.156371	0.201767	0.286909	0.201262	0.201915	0.228775	0.221242	0.270494	0.293296	0.150482	0.202504	0.308990	0.227674	0.219320	0.269358	0.229955	0.308670	0.190446	0.294513	0.201273	0.227830	0.205615	0.219472	0.228381	0.306383	0.221681	0.289868	0.229248	0.290912	0.278300	0.309548	0.156484	0.287374	0.190211	0.155168	0.292734	0.309380	0.152976	0.205856	0.220443	0.220010	0.275143	0.229132	0.308469	0.201595	0.190030	0.201591	0.205721	0.201344	0.219387	0.206317	0.221759	0.229416	0.309281	0.294702	0.221635	0.220648	0.292976	0.294351	0.269551	0.307823	0.294385	0.290578	0.220961	0.309004	0.151940	0.308995	0.209963	0.147800	0.292924	0.202517	0.278698	0.389764	0.360290	0.382259	0.382884	0.380995	0.383085	0.387677	0.389152	
0.193759	0.213052	0.272940	0.317339	0.317168	0.170247	0.243537	0.202379	0.000000	0.202605	0.317526	0.315143	0.212310	0.317244	0.300297	0.202224	0.209296	0.202504	0.314684	0.154114	0.193640	0.243627	0.174404	0.203245	0.317058	0.242447	0.317762	0.213018	0.210927	0.298240	0.301039	0.243072	0.203197	0.214551	0.170977	0.155306	0.202812	0.173439	0.293509	0.174918	0.175004	0.242364	0.211632	0.276172	0.300141	0.201963	0.150909	0.316643	0.241627	0.210731	0.274427	0.243535	0.316165	0.193506	0.301184	0.174057	0.241724	0.207894	0.210980	0.242249	0.314525	0.212730	0.296338	0.242905	0.297668	0.284573	0.317156	0.203251	0.294315	0.193755	0.202724	0.299973	0.316822	0.202422	0.207943	0.211022	0.211320	0.280727	0.243343	0.316469	0.174108	0.193628	0.148857	0.207912	0.168873	0.209624	0.209170	0.211991	0.243248	0.316609	0.301793	0.213724	0.211982	0.301620	0.301061	0.275282	0.315807	0.303272	0.297592	0.212434	0.316585	0.202136	0.316693	0.212748	0.203475	0.299652	0.205578	0.284386	0.405708	0.376355	0.398659	0.399299	0.397471	0.399377	0.403675	0.405117	
0.190436	0.220603	0.268084	0.309799	0.309441	0.201795	0.230054	0.152830	0.202605	0.000000	0.310089	0.307298	0.220688	0.309793	0.291996	0.157943	0.207687	0.158033	0.307078	0.201540	0.190482	0.230049	0.202193	0.155562	0.309702	0.229189	0.310139	0.222152	0.220210	0.292047	0.292677	0.229390	0.154438	0.222946	0.201803	0.202395	0.157688	0.201866	0.287181	0.201435	0.202275	0.228938	0.221118	0.270807	0.293664	0.149314	0.202735	0.309329	0.228197	0.219814	0.269515	0.230522	0.308716	0.190173	0.294605	0.201356	0.228433	0.205879	0.219125	0.228986	0.306807	0.221610	0.290330	0.229600	0.291347	0.278608	0.309628	0.155398	0.287869	0.190429	0.155189	0.292984	0.309366	0.155359	0.205970	0.220716	0.219963	0.275232	0.229794	0.308629	0.201472	0.190540	0.201663	0.206300	0.201709	0.219529	0.206425	0.221795	0.229963	0.309149	0.295310	0.221539	0.220688	0.292992	0.294713	0.270101	0.308052	0.294769	0.290778	0.221144	0.308952	0.154111	0.309185	0.210200	0.148327	0.292794	0.202570	0.279041	0.390184	0.360574	0.382669	0.383324	0.381519	0.383602	0.388120	0.389738	
